852|10592.64
502|8760.319999999998
645|8488.2
493|7487.88
932|7238.879999999999
517|7043.3200000000015
138|6974.64
650|6972.879999999997
32|6931.280000000002
466|6923.52
467|6901.240000000002
241|6878.079999999999
922|6820.76
833|6589.96
375|6493.0
885|6387.84
904|6379.2
5|6129.42
849|6009.040000000001
820|5939.799999999999
942|5928.599999999999
340|5913.0
840|5828.419999999999
572|5630.400000000001
985|5619.240000000001
404|5595.199999999999
93|5566.72
8|5458.200000000001
295|5396.4
490|5371.52
269|5359.2
950|5346.0
105|5303.200000000001
362|5196.96
761|5184.48
613|5172.96
119|5160.400000000001
15|5147.48
246|5145.839999999999
525|5068.039999999999
786|5022.6
133|5005.9800000000005
396|4989.160000000001
137|4894.199999999999
55|4890.66
668|4889.0
568|4854.84
350|4828.5
693|4802.5199999999995
273|4707.0
495|4702.36
440|4672.5
454|4634.2
826|4628.799999999999
777|4618.52
529|4602.42
793|4596.4800000000005
181|4589.539999999999
329|4576.160000000001
627|4511.360000000001
327|4504.8
882|4504.320000000001
947|4499.82
266|4490.32
477|4481.200000000001
379|4477.0199999999995
754|4460.62
264|4440.600000000001
596|4420.5999999999985
206|4392.96
175|4369.2
303|4360.44
520|4349.7
262|4341.48
282|4323.0
344|4312.56
674|4312.44
427|4307.16
810|4291.68
866|4251.32
552|4230.52
825|4229.4
910|4219.200000000001
901|4214.56
880|4194.96
553|4186.0
934|4185.28
784|4185.08
393|4163.040000000001
463|4156.8
474|4132.92
829|4089.12
33|4027.920000000001
778|4025.28
865|4014.08
432|4004.9
790|3999.7000000000003
302|3998.3999999999996
250|3995.2599999999998
494|3984.52
