571|114
965|98
437|96
247|92
335|92
332|92
320|90
450|88
96|86
215|86
157|84
116|84
889|84
456|84
616|84
455|84
182|84
871|84
659|84
428|82
849|82
535|82
897|82
796|82
861|80
904|80
410|80
817|78
661|78
610|78
818|78
284|76
623|76
311|76
875|76
208|76
525|76
463|76
58|76
442|76
491|76
898|74
503|74
49|74
374|74
48|74
976|74
131|74
882|74
511|72
211|72
275|72
388|72
112|72
995|72
500|70
480|70
1|70
901|70
679|70
509|70
263|70
127|70
107|70
775|70
100|70
529|68
334|68
842|68
869|68
274|68
696|68
333|66
916|66
779|66
772|66
313|66
604|66
831|66
155|66
82|66
994|64
5|64
153|64
460|64
924|64
966|64
989|64
736|64
130|64
431|64
63|64
963|64
122|64
365|62
37|62
376|62
514|62
92|62
324|62
