653|1760
511|1696
460|1696
286|1632
301|1600
324|1568
89|1536
763|1536
472|1504
44|1472
29|1440
149|1440
619|1408
932|1408
832|1344
908|1344
264|1312
458|1312
168|1312
835|1312
68|1312
419|1280
267|1280
254|1280
570|1248
221|1248
976|1248
384|1216
417|1216
877|1216
975|1216
876|1216
627|1216
620|1216
185|1184
381|1184
566|1184
180|1184
571|1184
698|1152
37|1152
817|1152
806|1152
169|1152
420|1152
679|1152
805|1152
7|1152
241|1152
648|1152
263|1152
67|1152
544|1152
99|1152
973|1120
65|1120
701|1120
123|1120
688|1120
729|1088
329|1088
522|1088
2|1088
953|1088
824|1088
209|1088
355|1088
517|1088
262|1088
183|1088
364|1088
873|1056
829|1056
885|1056
428|1056
96|1056
965|1056
904|1056
387|1056
656|1056
524|1056
963|1056
131|1056
797|1024
404|1024
504|1024
881|1024
866|1024
380|1024
825|1024
862|1024
843|1024
71|1024
900|1024
208|1024
848|1024
613|1024
474|1024
46|992
280|992
