789|1984
671|1888
635|1760
595|1696
540|1664
38|1568
435|1568
606|1504
488|1504
489|1504
727|1504
550|1472
734|1472
529|1472
890|1472
330|1472
821|1440
137|1440
835|1440
909|1408
935|1408
384|1376
817|1376
815|1376
615|1376
182|1376
672|1344
78|1312
905|1312
66|1312
539|1312
277|1312
760|1280
747|1280
460|1280
499|1280
541|1280
960|1280
590|1248
940|1248
309|1248
980|1216
764|1216
406|1216
150|1216
971|1216
470|1216
796|1216
839|1216
994|1184
919|1184
895|1184
152|1152
663|1152
556|1152
437|1152
479|1120
133|1120
989|1120
819|1120
784|1120
799|1120
939|1120
441|1120
656|1120
40|1120
510|1120
684|1120
347|1088
249|1088
357|1088
228|1088
916|1088
701|1088
745|1088
402|1088
594|1088
668|1088
585|1088
175|1088
143|1088
57|1056
307|1056
260|1056
562|1056
274|1056
434|1056
548|1056
497|1056
991|1056
771|1056
308|1024
542|1024
756|1024
371|1024
794|1024
694|1024
12|1024
240|1024
231|1024
