110|5706.549999999999
223|4832.64
892|4153.95
231|3824.7299999999996
139|3822.8399999999997
983|3735.6000000000004
515|3704.85
436|3635.25
157|3521.2
313|3515.75
753|3501.6800000000003
127|3403.26
424|3365.2799999999997
10|3284.1
806|3255.0
272|3209.91
560|3150.0300000000007
173|3079.23
371|3065.44
844|3007.8999999999996
523|2939.98
420|2877.3
858|2842.9800000000005
2|2817.7000000000007
807|2804.4000000000005
824|2733.580000000001
712|2681.1899999999996
524|2648.7000000000003
527|2626.29
28|2620.48
713|2598.44
72|2578.8
172|2568.39
496|2565.63
63|2531.1
1|2505.62
853|2500.16
936|2472.3999999999996
96|2462.88
755|2447.2000000000003
12|2447.1200000000003
176|2443.2
124|2436.5
406|2435.16
659|2396.120000000001
851|2394.56
15|2357.2799999999997
532|2338.0200000000004
282|2328.0
276|2321.8
179|2320.76
688|2305.8
334|2289.8199999999997
966|2259.9
612|2227.5
456|2219.5
511|2208.7
655|2182.25
796|2176.2400000000002
237|2175.5700000000006
794|2169.7200000000003
862|2159.75
129|2156.2200000000003
388|2143.6800000000003
989|2136.7000000000003
144|2134.4
706|2130.7
432|2113.18
181|2097.1400000000003
252|2096.0499999999997
727|2093.31
602|2080.35
43|2072.88
322|2064.48
164|2054.8199999999997
89|2011.5200000000002
104|2011.2
805|2001.3
381|1997.6599999999999
48|1995.8400000000001
847|1991.0
594|1989.12
482|1988.6399999999999
135|1974.39
71|1973.04
897|1963.92
842|1959.84
233|1956.8
46|1952.16
126|1947.84
45|1944.0000000000002
349|1930.6599999999999
837|1929.24
332|1919.7599999999998
393|1918.02
68|1912.4
716|1897.0000000000002
845|1894.3000000000002
921|1892.4
964|1885.98
