568|363
952|351
96|336
110|309
254|307
650|306
178|303
825|298
263|297
420|294
423|294
146|294
131|292
284|291
988|289
932|289
612|289
532|289
570|288
511|287
402|287
129|285
303|284
463|281
796|281
196|280
635|280
514|279
821|279
260|278
375|277
411|276
451|275
410|275
15|274
853|273
437|273
850|272
815|271
491|271
947|270
432|269
268|269
904|268
288|267
975|267
187|267
314|267
365|266
276|266
313|266
111|266
301|265
152|265
278|265
502|265
875|264
240|264
628|263
10|263
384|263
885|263
507|263
407|263
296|263
305|263
136|263
845|262
157|261
964|261
381|260
526|260
140|260
525|260
966|259
133|259
791|259
450|259
841|258
428|258
976|258
121|257
687|257
609|257
460|256
92|256
371|256
310|256
258|256
257|255
297|255
329|255
72|255
995|255
698|254
317|254
679|254
66|254
571|254
231|254
